3-inch-wide,1895
bread,148
meat,77
thyme,540
potatoes,70
crunchy,1525
chuck,1114
filling,203
roast,341
each,162
370,1896
375,178
meal,1279
bone,809
crust-lined,1202
allspice,839
bowls,478
skins,1106
strips,274
combining,1337
extract,385
whip,922
peaks,674
ice-cold,1897
spicing,1898
prosciutto,2240
particles,1900
heavy-duty,923
5Ê1/2,1526
grease,89
turning,355
carcass,1901
leftovers,1338
little,557
bacon-onion,1527
flows,1902
grapes,632
non-fat,1903
enormous,1904
.5,2416
starts,771
raisin,1528
days,924
silicon,1905
farfel,2473
sprig,1339
incorporated,514
soda,648
reserving,691
liquids,1443
onto,208
chopped,306
render,1529
wash,874
x2-inch,1906
another,307
35-40,1907
scissors,974
thick,303
annatto,2243
spinach,407
confectioners,711
top,46
approximately,736
well-mixed,1908
needed,483
too,1531
3/4-full,2524
legs,1532
dogs,975
preheating,1533
almond,1039
pastry-lined,1301
serve,60
cereal,737
masala,1618
brushed,1911
begins,417
dredge,1115
evaporates,1340
flame,1912
iron,976
evaporated,515
mini,1205
fashion,1534
seep,1913
boston,1914
ginger,376
drip,986
raw,1915
rat,925
seed,525
manner,1916
mins,1535
mint,977
contents,1341
chipotle-flavored,2526
lightly-salted,1041
releases,2121
foil-lined,1537
thoroughly,272
soaked,1206
-,739
snow,1917
1Ê3/4,1918
fitting,1342
herbes,1919
absorbed,568
circles,1116
blue,878
gravy,773
spreadable,1920
towel-lined,526
mashed,649
clears,1921
regular,1922
fork-tender,978
shallots,979
masher,980
confectioner,2529
soups,1343
greased,361
dog,1538
jalapenos,1042
points,1923
pineapple,377
pointy,1924
scotch,1925
dot,832
reserve,331
nonporous,1926
beaten,774
braising,1927
kadhai,1539
tequila,1540
sage,775
1/4-inch,1207
ending,712
3-inches,1928
fennel,981
substituting,1929
toast,421
folded,1930
no-stick,1931
sugar,91
celery,235
cashews,693
touched,1118
polenta,1932
chipotle,613
rice,342
rectangle,569
plate,242
mixture,16
8x4,1465
8x8,1043
stop,1296
fluid,1933
appetizer,1934
pocket,927
cracks,1935
frying,601
chutney,1297
low-heat,1937
greens,713
covering,1345
nicely,1119
oats,718
dipping,1044
pretzel,1938
bay,740
bag,308
discs,1939
18,602
grilled,1000
steak,431
2-cup,1940
steam,486
ears,1208
fragrant,445
fluffy,622
nopalitos,1942
noodles,53
goulash,1943
best,660
pebbles,1944
mangoes,1945
rehydrated,1946
slotted,558
wok/skillet,1948
away,1949
rings,929
SENTENCE_END,0
artificial,1950
continually,1951
score,1953
finger,1954
lettuce-lined,1541
butter-side,1853
yogurt,983
365,1955
hard-cooked,930
360,1543
glossy,1956
cajun,984
ancho,1957
rolled,1346
microwaveable,1544
handful,1958
wear,1959
tendons,1545
packages,1347
kitchen,1209
suggested,1960
dente,176
self-rising,1961
eggnog,1962
pits,1210
heating,1547
dough,168
hummus,1348
cob,1349
cod,1548
cartilage,1549
pita,1211
disappears,1551
bran,1212
10-12,1552
tough,1963
spear,1964
pepperoncini,1553
springy,1965
towels,386
blending,1214
springs,1215
250,840
tins,776
beef,57
parley,1966
monosodium,1967
dusting,1554
parsley,236
been,661
.,777
beer,505
much,1108
beet,1350
15x10x1-inch,1968
slaw,603
basil,362
fry,356
containers,1555
board,559
mushroom,650
droplets,1969
sugar-butter,1970
shoestring,2387
lift,985
tapping,1971
hollowed,1324
catch,1351
165,1120
chili,149
160,454
chill,160
shrink,2192
machine-knead,1972
cracker,810
say,1973
air,931
near,841
melted,135
neat,1974
cracked,1216
chilling,1557
mesquite,1975
cylinder,1217
saltiness,1859
garam,1558
is,28
it,197
cans,877
in,7
2-inch,1559
if,220
containing,1560
bottles,1978
shimmering,1561
deepens,1979
make,211
toaster,1218
split,1121
accumulating,1980
vegetable,465
plates,432
several,527
toasted,528
crevices,1562
boiled,1563
papaya,1981
indentation,1219
6x10,1564
tops,541
hand,651
garlic,88
boiler,1045
tuna,741
cycle,1982
butter,72
vermont,1983
roux,842
smoker,1040
log-shaped,1984
burgers,742
roma,1985
hearts,1220
the,4
smoked,879
olive-egg,1986
left,1352
unified,1565
kale,1122
just,304
diameter,1123
distribute,1002
yet,662
pourable,1987
adding,506
ham,529
sunflower,881
cherry,843
ease,1988
8x4x4,1989
butter/margarine,1990
spread,84
cranberries,694
easy,1992
enchilada,1566
has,157
20-25,1993
trimming,1994
chives,570
bacon/onion,1977
looks,2566
possible,882
background,1996
crumbling,2558
burns,1997
apart,932
shoulder,778
melting,1353
flavoring,1124
55,604
pasta-broccoli,1998
50,309
hominy,1999
14-inch-long,2000
tenderloins,1567
meringue,1354
night,1568
cooled,422
old,2002
wilted,748
begin,579
flatten,811
escape,1569
indirect,2003
heavy-bottomed,1355
proceeding,2004
okra,2005
for,26
bottom,164
1/2-inch-thick,2006
microwave,446
everything,743
disinfecting,1356
beating,812
425,326
creaming,2008
core,1357
shaker,2009
peel,188
corn,249
burn,1570
disappeared,2010
sift,530
bamboo,1741
garnished,1222
plop,2011
ribs,1128
surround,2013
sizzling,1571
dinner,1223
ensure,2014
curry,633
thinner,1572
bath,1573
down,1358
carafe,2016
finely,933
mangos,2017
soy,447
shoots,1224
rounds,987
half-and-half,779
constantly,883
width,1359
way,780
wax,988
vacated,2018
avocados,1574
lowest,1047
head,1125
medium,30
form,227
offer,2133
forming,1360
9x12-inch,1225
bite-size,589
marinara,884
heat,9
verde,2019
diaper,2020
225,1361
removed,1126
portions,675
sprigs,1362
inside,438
paprika,228
whiskey,1363
dollops,2022
decorate,1048
servings,934
seeps,2023
trim,744
sticks,1226
toss,80
up-side,2024
lingers,2395
one-third,1575
crumble,257
'',1049
calzones,1227
crumbly,313
sprouts,781
cacao,2025
face,1806
mold,1364
check,845
triangles,935
no,124
tossing,861
topped,745
power,1023
tin,590
setting,614
papers,1576
test,1365
tie,1577
smell,1578
leek,1280
saucepans,2026
's,652
juices,213
10x8,2027
woven,2303
oil-butter,2142
rolling,297
cleaver,2029
pizzas,1093
careful,2030
radishes,1050
longer,136
potato,260
packets,814
together,605
uncovered,370
time,288
push,885
pinching,1112
fusilli,2032
inch-thick,1580
11x7-inch,2033
roe,1581
snip,815
mild,2034
skim,886
ice,571
skin,634
9-in,1366
toothpick,330
milk,134
quartered,2035
row,2036
layers,470
grape,1425
mallet,2038
8x13-inch,2039
show,2146
sucanat,2041
marks,2042
couscous,887
stove,1051
brown,64
icing,936
jerk,1367
yeast,635
recipe,1391
thawed,1507
vegan,2044
choice,1582
13x9-inch,1052
cook,14
minute,264
cool,76
cooks,615
tortillas,479
nectar,1368
level,2045
tear,937
turns,852
cloudy,1584
leave,888
settle,2046
skewer,2047
dip,357
round,715
shave,2048
upper,1585
pork,150
blade,2049
slower,2050
seasoning,204
thickest,1369
dried,695
corner,676
fluting,1586
eating,1370
bake,33
rough,2051
substitute,2052
11x14-inch,2053
appear,1587
melt,142
uniform,2054
peels,1371
300,816
stuffed,1588
falling,2055
filled,817
peeled,2056
french,623
water,20
gravy-like,2057
6-8,2058
spattering,2059
6-7,2060
along,466
sieve,1589
appears,2061
change,1372
wait,1590
box,938
crumbles,746
thirty,2062
canadian,2063
6-quart,989
bok,1373
crumbled,550
cinnamon,225
pea-size,2064
montreal,2065
spurts,1591
hoursor,2066
extra,1229
loosen,1871
puffed,939
shimmer,2067
softens,990
flavors,336
raspberry,2115
handled,1593
working,1127
9x13-inch,480
tightly,1594
creamy,439
handles,1595
shaken,2069
frothy,889
tube-shape,2070
SENTENCE_START,1
``,1230
countertop,2071
pancit,2072
chocolate,456
marbled,2073
tines,2074
olive,318
clumps,2075
fourths,2076
dips,1596
springform,1231
soup,170
quivers,2077
sour,290
renders,2078
can,591
following,2079
making,782
meatball,1597
plump,1629
pickle,592
plum,2012
hardens,2001
stream,846
chip,1129
teaspoons,663
matzo,2081
cornflakes,1130
sharp,1054
pink,131
buttered,1131
watching,2557
freezer,890
1,61
till,1374
ounce,2408
",1",2083
arbol,2084
flavored,1375
loaves,484
145,1599
mat,2085
140,1376
may,1377
gelatin,1303
8-10,2152
nondairy,1601
such,2086
partway,2087
1-quart,2088
lifting,1378
man,2089
reposition,2090
liquid,268
slightly,327
darkened,2091
mango,818
so,2092
basket,1602
139-inch,2093
pulled,2094
meatloaves,940
breaking,626
2x3/4-inch,2095
5x9,783
pineapples,2096
crack,1315
shake,491
marshmallows,2097
cold,129
still,216
cola,1603
torn,2098
curls,1604
buns,636
forms,616
kabobs,2099
cutter,1001
halt,2100
sweetened,1605
underneath,1606
covered/coated,2101
tails,1607
prunes,2102
refrigerated,1055
half,137
9x9-inch,2479
ketchup,375
maintaining,1608
layering,716
gemelli,2103
drop,664
loin,2104
one-fourth,1609
transferring,1731
quarter,1610
square,677
fluted,1611
sausage/cheese,2106
sugars,1612
wrap,295
catching,2107
begun,991
fingertips,1379
morning,2155
salads,1232
container,624
precooked,2108
space,1233
increase,531
dutch,387
tidbits,2109
butter-flour,2110
squares,637
linguine,1380
shows,1133
cloves,461
monster,2111
chiles,638
walnuts,382
quart,443
aioli,2112
poaching,2413
remainder,1382
liberally,1864
zig-zag,2114
advance,1614
granulated,2298
turn,298
place,24
pepperoni,819
first,1134
cheese,34
nutritional,2116
flipping,1615
one,292
tamari,1616
rind,2117
ring,1617
open,847
well-oiled,2118
size,517
given,1234
sheet,173
molded,2119
stuck,1383
bite,194
plastic,275
cognac,1991
cooling,992
2,85
moisture,941
8x4-inch,1204
white,291
bits,639
gives,2120
eyes,1135
thaw,1619
mostly,1536
that,678
season,75
mini-burgers,2122
colby-monterey,1620
released,1384
short,1385
butt,696
simmered,2123
absorbs,1136
thai,1386
than,784
11,1056
10,45
13,717
12,250
15,82
14,1057
17,1235
16,928
scraping,1058
browning,1059
9x11,2125
9x13,273
coats,1387
knives,1388
apples,640
ovenproof,2126
cards,2127
14x18-inch,2128
and,679
fork,199
coconut,522
dollop,747
stubby,2129
tarts,2068
saute,205
f/60,2131
turned,561
dash,1389
tastes,1621
sizzle,2132
pastry,448
any,518
lumps,820
knead,653
note,848
take,1060
thermometer,606
interior,2134
upside,1623
raisins,423
channel,1624
butterfly,2135
200,1221
topping,296
prick,1236
opposite,1625
cheesecake,1626
falls,1237
boiling,138
parmigiano-reggiano,1390
sheets,580
inserted,214
sauteed,1627
fills,2021
discarding,1238
gyro,2137
seafood,942
later,641
ungreased,749
tooth,2138
broth/water,2139
10x16,2140
10x15,1239
pattern,1061
julienne,2141
professional,2028
salt,41
filing,2143
cheddar-monterey,2144
spaced,2145
tight-fitting,2040
grilling,1228
mince,1392
corned,1393
peaches,1062
bright,943
rounded,1063
dry-fry,2147
ground,224
slow,166
dice,449
breadcrumbs,1394
halfling,2148
3,114
texture,1137
only,2149
wood,1628
black,155
crimp,1138
pumpkin,278
5x9-inch,1438
hungarian,2150
get,1630
nooks,2151
freezing,1631
widthwise,2043
nearly,1139
dye,1632
awaiting,2153
seared,1633
aluminum,293
leather,1634
thinly,2154
cumin,299
triangle-shaped,1613
molds,1397
uncover,625
finishing,1395
tortilla,593
8-inch,880
kernel,1635
par-baked,2157
crumbs,221
burst,1636
sear,1240
seat,2158
simmering,519
seam,1140
seal,425
liqueur,2159
kluski,1396
crawfish,1241
glaze,607
outside,891
between,562
mandarin,1637
across,994
whipped,471
edamame,1638
cantaloupe,1639
medium-size,1398
sugar-egg,2160
concentrate,2161
broil,508
come,944
dates,1242
tuck,2162
cornflake,1640
according,379
paring,1641
chorizo,1642
pureed,1399
comes,218
duty,1643
among,594
storing,2163
color,642
pot,63
period,2164
pop,2165
60,495
65,1400
mexican-style,2166
turkey,509
olives,426
stretch,1243
instant-read,719
invert,1064
artichokes,1644
shortening,945
combined,181
worcestershire,411
ravioli,1141
500,2167
direction,2168
workable,1244
bite-sized,785
arrowroot,1645
spills,1245
stovetop,2169
stems,1646
sticky,1647
reseal,2170
case,2171
tender-firm,2172
crumb,1142
4-5,2173
these,1648
single,395
mound,786
margin,1649
spooned,1650
rubbing,2175
coffee,1144
strain,893
pressing,894
muffins,510
impaled,2176
casings,1651
candied,1401
bags,1145
different,1652
pat,467
reshape,2177
eggshell,2178
bowl,13
same,440
macaroni,209
kidney,481
pan,51
wrappers,1653
9x5-inch,995
finish,701
foam,1146
weed,1006
running,363
fruit,1079
delicate,2179
%,1654
non-stick,751
break,490
drain,32
burrito,1655
broth,241
nonstick,520
ranch,821
spoonful,1246
without,1147
flakes,402
potstickers,1656
puree,378
alfredo,1247
figs,1402
sprayed,1248
steamed,2181
210,2182
being,1168
tip,813
fattier,2183
rest,399
griddle,581
ounces,1148
touch,1249
flavor,617
speed,582
halfway,1170
cilantro,364
blot,1658
dipped,2184
seems,1250
except,996
venison,2185
pile,1659
4,174
seams,2186
crusty,2187
around,450
read,1660
splenda,1661
crusts,573
bow,1404
dark,946
grid,2189
preference,1662
dishes,1251
using,551
fryer,1663
crock,997
towel,595
pounds,2190
reduces,2191
fajita,1664
roll,238
facing,1665
either,1451
11x8x2-inch,1976
served,1149
tart,1150
reduced,697
3-inch,1666
brushing,1760
exposed,2194
pickled,1405
l,2195
lobster,1151
pickles,532
intact,1667
floured,441
provided,1668
slice,186
2-inches,1669
cavity,1406
tube,1252
fondue,1407
dijon-style,2196
forks,455
knife,329
measuring,1408
diced,418
wheat,947
zest,574
three-fourths,2584
seconds,433
strained,2199
breasts,404
broken,1152
assemble,1409
leftover,2200
strainer,998
stroganoff,1670
throw,1410
manufacturer,1411
prebaked,2201
on,48
stone,1253
enameled,2202
package,332
rosemary,720
favorite,787
mixer,434
side,185
chop,243
pistachio,1671
stand,175
pockets,1412
medium-high,92
mixed,405
choy,1254
processor,337
amber,2204
wontons,1255
deglaze,2433
burning,2205
whites,334
spreading,1153
skilled,1672
dinner-size,2206
heated,262
accumulated,1066
skillet,37
your,369
bubbly,287
grates,1414
grater,2207
log,1154
prepare,371
shells,654
removing,542
anise,1673
start,752
poured,2588
grated,762
stars,1469
quart-size,2209
slowly,1674
bubble,948
14x18,1415
spicy,1257
granules,1258
enough,310
10x4-inch,2211
bundt,1155
caraway,2212
adobo,949
cottage,552
waffle,1203
chilies,849
spice,511
pull,753
arranged,2215
biscuit,1107
tiny,1499
bouillon,608
cornmeal,754
5-inches,2216
darker,1676
gone,1677
tostadas,2217
taste,147
accents,2218
preheated,50
al,180
deep,755
an,184
as,319
tasty,2219
at,145
fill,169
again,1259
butter/garlic,2220
rubber,2221
tight,1678
cleanup,2222
5,52
50-60,1679
heats,2436
lemon-lime,2223
briefly,999
formed,2224
separate,195
teeth,2031
whiskers,2225
peas,442
squash,750
herbs,1260
brandy,1680
flattened,950
peak,2226
provence,2227
pool,2228
masa,1067
buffalo,2437
3-5,1681
3-4,1417
mash,265
resembles,721
platter,352
starting,680
strings,2229
all,246
chinese,2230
ceramic,1418
splitting,2231
month,1419
3/8,2232
parmesan,300
dish,55
follow,1156
disk,1261
soft-serve,2233
preserves,1157
batches,548
beaters,1682
11x7,1683
narrow-bottom,2234
thin-bladed,2235
to,5
tail,2236
shredding,1863
dressing,97
smile,1866
tb,1684
puffs,1685
sitting,2237
very,359
puffy,1686
tent,1687
fat,219
resistance,2438
fall,1262
bubbles,1068
ramen,1158
`,1263
--,2239
large,18
sand,1899
adjust,533
plain,2594
small,94
hollowed-out,2241
align,2242
cookies,1264
rats,1159
ten,1530
zippered,2244
past,2245
burger,1422
pass,1423
further,2246
reheated,2440
cheeses,451
rectangles,1424
crust,125
burgundy,1161
thickness,850
crush,1069
floats,2589
condensed,851
full,473
hash,1688
hours,99
pumpernickel,1689
free,2248
excess,388
directions,391
baller,2037
34,2249
increments,2250
colored,1070
7Ê1/2,2251
cucumbers,1426
miniature,2252
amount,1071
lasagna,419
pick,1072
sealing,1690
sticking,1427
followed,822
guacamole,1265
stuffing,2597
gristle,1428
ask,2253
chunky,2254
snug,2255
chunks,462
pulls,1691
medium-heat,2256
select,2007
12x7,2258
rises,2188
eye,2260
takes,2261
two,323
pears,2262
splash,1692
fragrance,2263
6,233
tacky,2264
garnish,239
wipes,1429
more,151
flat,722
diamond,2265
door,2266
kabocha,1430
tester,1266
immersion,2267
bottle,1065
waxed,823
flax,1693
scallions,1073
melon,1267
moistened,618
stick,1268
lemons,2268
browned,79
grill,198
hour,104
middle,435
microwave-safe,895
12-inch,951
2-qt,2269
remain,1074
rotini,952
scramble,1269
shark,1694
hamburger,896
salted,191
fresco,1695
14x10-inch,2270
minimum,953
gallon,1270
dress,2271
f.,383
string,2272
!,2273
drained,756
chops,824
rye,1160
occasionally,534
cling,2274
browns,1003
stir,11
goat,1162
creature,2275
sprinkle,65
sandwich,699
petite,2276
thickened,284
brownie,1696
unbaked,572
sloppy,1698
bloom,2277
a,3
dissolving,2278
stockpot,700
deviled,1271
resemble,1699
coat,128
6Ê1/2,2279
ginger-soy,2280
halibut,1700
egg,90
oat,2622
turmeric,1004
pans,392
gallon-size,2281
mexican,1163
help,1164
pant,2282
developed,1701
soon,2283
held,2284
paper,190
through,102
refried,1272
concentric,2285
its,954
24,1075
25,269
style,1702
20,107
inward,2286
lipped,2287
braise,2288
peanuts,723
pesto,955
sauce,39
350-degree,2289
return,130
food,314
donair,2290
wasabi,1165
9x9,1431
cupcake,1703
muffin/cupcake,2291
foot,2292
4-quart,1273
bigger,2293
instructions,1076
stewed,956
easily,485
lettuce,393
fully,724
uncovering,2294
piping,1274
kneading,1583
meat-and-spices,2295
biscuits,1432
fraiche,1433
heavy,436
week,2296
fish,1077
hard,1434
reduce,78
oil,49
beyond,2297
cotija,2080
pepperjack,1275
granola,1420
7,223
dunk,1704
1-2,2610
risen,2300
calzone,1705
italian-style,1941
cornstarch,457
base,1078
cookie,583
put,512
deep-dish,2301
9x5,665
beginning,725
thread,1706
english,2302
12-cup,1600
noted,2304
american,1707
edges,358
daisy,2305
virgin,2306
stand-mixer,2307
feel,2308
done,347
slow-toast,1708
syrup-like,2309
onion-habanero,2310
cups,230
maple,1007
brine,2553
heads,2311
temperature,244
least,156
6-ounce,2312
180,2313
wonderful,2314
bolillo,2315
passed,2316
syrup,394
banana,474
store,584
listed,2317
pare,2318
flaked,1435
cream-style,1709
steaks,1710
pre-baked,2319
tortellini,1711
double,1008
colander,348
refrigerating,1712
crescent,1080
livers,1166
coleslaw,535
oven-roasting,2320
juice,182
cayenne,408
lid,444
lie,2321
depending,1081
moist,853
internal,543
lip,1713
sandwiches,553
sherry,1285
zucchini,458
towards,2322
electric,492
leaking,2323
eggs,67
350,59
salmon,856
medium-sized,1344
most,1010
75,1011
cupcakes,1715
70,1276
extremely,2324
refrigerator,276
refrigerate,101
dissolves,825
pliable,1716
sturdy,2325
clear,271
cover,36
tongs,1082
dissolved,412
part,1436
clean,215
reheat,1012
blend,152
chowder,854
golf,2257
gold,1718
blended,187
lengthwise,294
registers,1277
3x7,2327
carefully,2328
fine,826
blender,320
duncan,2329
distributed,1167
gooey,2330
poach,1403
colby,2331
8,96
circle,789
triangle,1169
jellyroll,2332
mein,1719
curry-chili,2333
feels,2334
batter,261
3/4,627
boils,898
during,666
fluff,1083
gloved,2335
immerse,1720
crabmeat,1097
steamer,1013
doubled,1098
caramel,1025
gingersnap,2336
heaping,1099
grapefruit,1579
breading,2337
nacho,2338
delicately,2339
set,54
dump,1722
achieved,2340
uses,2341
doneness,702
see,2342
individual,1014
bare,1723
are,83
sea,1724
tender,66
quiche,2343
lidded,2344
patties,501
halved,1437
marinate,575
burner,1278
halves,285
creme,1084
wok,324
5-1/2,2345
wide,2124
carbonated,2346
creating,2347
silicone,2348
blackening,1910
spray,177
zipper,1725
half-hour,2349
both,343
c,1281
cubes,333
last,564
raspberries,2350
barely,1171
cubed,899
oven-safe,1726
eggplant,703
whole,757
limeade,2351
patty,758
load,2352
loaf,120
guts,2620
bell,344
cuts,2353
sweet,682
pimentos,1282
smother,1727
hollow,1439
simply,2354
throughout,1496
crispy,726
frosting,565
chicken-sweet,2385
kernels,683
cream,112
raise,1440
damp,1498
velveeta,2357
buttermilk,900
dropping,1947
13x9,1321
napa,2359
peppers,259
combine,44
panko,1032
crannies,2623
firm,140
resting,1729
packs,1717
fire,1730
ranch-style,1442
wet,911
gas,1732
peppercorns,2361
pierce,791
handling,2362
look,1172
grains,2363
romano,1995
frozen,828
batch,958
sesame,566
while,406
self-sealing,2364
pressed,959
guide,1733
pack,829
heat-proof,2365
pound,1200
caramelize,2366
reads,705
rim,1113
ready,413
leaving,727
rib,2368
endive,2369
pan-fry,1734
flat-edged,2370
chestnuts,792
churn,2371
mixtures,2372
evenly,127
lengths,2373
one-quarter,2374
aleppo,2375
baste,1173
9,452
spears,1085
day,1472
blanch,1735
used,770
fatty,2376
mountain,2377
cut-side-up,960
mini-loaves,2459
ziti,1736
cucumber,692
cleaning,1444
pimento,1445
stack,1737
ziplock,2378
canned,1015
lower,628
noodle,487
halve,855
bounces,2379
grind,1174
solids,2380
edge,544
430,2381
briquettes,2382
consistency,596
swiss,759
wedges,576
roaster,2383
criss-cross,1738
cheddar,266
quarters,830
shape,311
intervals,2384
roasted,901
margarine,366
letting,1739
drizzled,1740
cut,110
cup,163
alternate,1213
source,1016
horseradish,1132
10-15,2130
location,2386
snap,1556
remaining,126
build,1447
queso,1448
big,2388
couple,1449
semolina,1450
crisp,381
bit,961
wings,2390
translucent,252
8x8-inch,1657
croissants,2391
cornbread,2203
shapes,2392
medium-how,2393
continue,179
light-colored,2394
minced,844
often,655
consomme,875
spring,831
some,667
back,643
yolk,469
marmalade,1742
9-inch,609
apply,2247
pale,1175
preparing,1094
zucchinis,2396
gradually,1286
and/or,2397
though,1743
per,372
simmer,58
lard,2398
jelly-roll,2399
emulsified,2400
pea,1744
nose,2193
inserting,2401
be,962
flute,1176
run,253
rum,2402
rub,496
reach,1009
crispies,2403
continuing,1745
perpendicular,1746
stem,2404
step,1747
stew,902
lasts,2405
upraised,2406
well-browned,1748
2/3,857
by,312
classico,1177
mace,1749
oatmeal,1452
piled,2407
agave,2082
beans,171
gherkins,2409
equal-sized,2410
shiny,2411
basting,1287
into,15
within,1453
tofu,1454
fettuccini,2632
hard-boiled,1455
retaining,1750
kielbasa,1751
germ,1752
rolls,545
smells,1753
hines,2412
rows,1381
crisp-tender,2414
placing,1086
long,1017
oyster,1754
suit,2415
sections,1755
mixure,1523
ash-covered,2417
plunge,1756
inches,475
squirt,2197
skewers,1757
atop,707
frost,728
buttery,1758
cloth,1178
upright,2418
mounding,2419
line,315
dishcombine,2420
raising,2421
directed,794
cabbage-kale,2422
apricot,1179
fries,1018
up,629
seven,2423
fried,1180
strands,1456
dill,488
metal,858
rotary,1759
spoonfuls,1143
curl,2424
graham,1087
resealable,585
lemon,353
peach,1088
amounts,1288
cohesive,2425
maille,2426
scrape,644
drippings,389
swirl,1289
mayonnaise,192
dashes,2427
nice,1290
3/4-inch,1319
lentils,2428
draw,2429
scrub,1181
mustard,200
tablespoon,328
liners,476
prepared,123
quinoa,795
develops,2430
eggshells,2431
well-coated,1291
allowing,1457
3-1/2,2432
sides,231
wonton,2210
wafer,2434
cooker,153
overtop,1762
holes,1019
cooked,103
depth,2435
beverage,1763
weights,1416
fitted,1117
fresh,610
berries,1020
cut-side,788
rinse,316
once,993
monterey,1292
tender-crisp,1089
melts,546
nonreactive,2471
results,2238
soften,684
grill/broil,2527
grinding,2439
barbecue,903
60-70,2174
peanut,796
spillage,2442
bottomed,2443
ingredient,1765
1/8-inch,2444
ladle,597
dessert,2445
spoon,115
wavy,2446
trough,1766
mixing,158
wipe,963
challah,2447
arrange,206
tri,2448
entire,1021
stiff,685
asparagus,598
colors,2449
cupfuls,2450
nuggets,1767
rack,255
5-quart,1828
smaller,1022
plumped,1769
jump,2451
fold,217
marinade,380
assembly,1770
spaghetti,536
sausage,280
poke,1293
sauerkraut,897
tarragon,964
opaque,1294
espresso,2452
ramekins,1458
applesauce,729
firms,2453
body,904
degree,619
pushing,2454
punch,1182
desired,207
let,86
sink,365
fifteen,2455
soymilk,2456
settling,1771
vinegar,237
asiago,1772
stalks,1773
32,2457
morsels,2458
30,93
35,349
scatter,1090
whisking,497
cutlets,2136
cylinders,2460
spices,645
makes,1459
maker,2461
apple,537
attempting,2570
limp,1774
linen,2462
decrease,1460
motor,2463
oval,1775
tap,905
6-inch,2464
lime,554
standing,2465
use,354
from,47
iced,1461
remains,1295
whipping,1776
matchsticks,2466
noodle-chicken,2467
next,906
few,453
crab,1183
oils,2468
15-18,2469
sort,1777
charcoal,1778
popped,1779
1/4,305
1/3,459
1/2,226
started,1462
becomes,797
rehydrate,2470
1/8,965
4x3,1846
kasha,1764
baby,1780
tearing,2472
gherkin,2441
casserole,201
whisky,2474
balls,668
salad,118
f,35
this,760
when,563
pour,40
tbsp,1463
dusted,2475
crossed,2476
thin,547
of,25
syrupy,2482
drops,2477
dissolve,498
wedge,1781
reserved,414
do,1782
process,586
lock,1783
halloween,2478
dripping,2389
pieces,189
high,95
flours,2480
slit,2481
carrot,427
pulling,1464
bones,730
shrimp,646
onions,116
well-combined,1477
lamb,1091
sit,731
six,1470
arrangement,2483
deep-fryer,1466
attachment,1784
feta,798
stock,373
de,1467
kohlrabi,1468
cardamom,2484
watch,982
immersed,2485
chow,1785
chive,2486
taco,656
cabbage,258
racks,1092
tomato,172
12-16,2487
drape,2488
light,437
counter,1184
lines,1786
or,122
scoop,409
allow,146
tilt,1788
lined,833
martini,2489
breast,681
holds,1546
saturated,1309
move,1185
spatula,799
own,2649
enclose,2491
pine,1053
shreds,907
heatproof,2492
butternut,2493
french-fried,2494
brioche,1471
outer,2495
marshmallow,2496
